ENCODED_MCT,TA_YM,MCT_OPE_MS_CN,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_UE_CUS_CN,RC_M1_AV_NP_AT,APV_CE_RAT,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,survive,day_diff,quaters
E945237BD4,202307,4,3,3,3,3,3,-999999.9,125.2,236.4,10.7,12.3,21.7,8.4,9.2977,17.4012,16.1217,23.6281,18.9366,1.6023,2.9988,2.7783,4.0719,3.2634,33.3,5.13,27.6,16.1,56.3,백반/가정식,답십리,1,1068,3
E999F941CF,202308,2,4,4,4,2,1,-999999.9,46.9,16.8,18.8,27.2,12.0,5.4,2.1068,4.58,7.6486,11.2668,20.1978,2.4932,5.42,9.0514,13.3332,23.9022,18.06,4.85,18.8,6.3,75.0,축산물,마장동,1,5281,3
E999F941CF,202407,1,3,4,4,2,1,-999999.9,86.0,46.0,19.1,15.6,12.1,6.1,1.536,3.9168,5.568,10.1376,17.2032,2.464,6.2832,8.932,16.2624,27.5968,26.91,5.98,25.0,3.6,71.4,축산물,마장동,1,5616,3
E9CCC6C53D,202312,3,4,3,4,4,1,-999999.9,54.8,65.1,18.2,38.4,13.3,7.6,18.7413,7.3569,9.666,9.1827,8.7531,16.1587,6.3431,8.334,7.9173,7.5469,51.44,6.25,62.5,7.5,30.0,식료품,답십리,1,1622,4
E9CCC6C53D,202411,3,4,3,4,4,1,-999999.9,59.9,60.8,15.5,35.4,12.1,7.9,15.9192,11.286,8.7318,15.5034,7.9596,10.8808,7.714,5.9682,10.5966,5.4404,49.08,7.8,71.1,4.4,24.4,식료품,답십리,1,1957,4
E9DBF3BFCA,202412,1,4,5,5,1,1,-999999.9,52.0,5.8,51.0,37.1,16.2,5.6,0.0,11.7156,21.1031,30.4906,11.7156,0.0,3.8844,6.9969,10.1094,3.8844,20.0,11.43,0.0,0.0,100.0,한식-육류/고기,마장동,1,5779,4
E9DBF3BFCA,202406,1,4,5,5,1,1,-999999.9,59.3,18.0,58.1,45.2,18.9,5.6,0.0,13.7052,18.225,27.3375,13.7052,0.0,5.0948,6.775,10.1625,5.0948,21.05,47.37,0.0,0.0,100.0,한식-육류/고기,마장동,1,5595,2
E9E34248AB,202407,5,5,4,4,4,1,-999999.9,20.6,34.4,46.9,0.0,17.3,-999999.9,14.6286,23.7618,13.6998,17.028,8.2044,4.2714,6.9382,4.0002,4.972,2.3956,25.22,5.22,31.6,10.5,57.9,한식-육류/고기,비상권,1,504,3
E9EB56D7EC,202312,2,3,3,3,3,4,-999999.9,108.1,120.6,13.8,34.9,17.3,7.9,25.7224,6.6748,3.4188,4.3549,0.5291,37.4776,9.7252,4.9812,6.3451,0.7709,18.78,6.55,39.3,15.5,45.2,한식-육류/고기,한양대,1,4913,4
E9EB56D7EC,202301,2,3,3,3,3,5,-999999.9,128.4,111.0,14.8,37.5,14.8,10.0,30.5312,7.1456,3.8048,4.5008,0.3712,35.2688,8.2544,4.3952,5.1992,0.4288,15.78,6.99,30.8,14.1,55.1,한식-육류/고기,한양대,1,4579,1
E9FD5A6490,202311,4,6,5,5,5,1,-999999.9,0.9,4.0,71.9,56.2,17.5,4.2,8.476,10.2364,13.8876,15.0612,17.5388,4.524,5.4636,7.4124,8.0388,9.3612,9.26,0.93,0.0,0.0,100.0,한식-단품요리일반,마장동,1,722,4
EA734570C0,202311,3,3,3,3,4,1,-999999.9,92.3,147.3,18.1,26.6,17.5,10.4,3.224,6.2992,6.9936,14.3344,18.7488,3.276,6.4008,7.1064,14.5656,19.0512,27.88,6.64,67.4,14.6,18.0,백반/가정식,왕십리,1,1653,4
EAC8D706B1,202311,1,1,3,3,2,1,-999999.9,344.8,252.3,6.5,12.7,19.4,10.4,6.7584,11.0592,11.7504,19.5072,27.7248,2.0416,3.3408,3.5496,5.8928,8.3752,18.78,7.25,29.5,19.3,51.1,한식-해물/생선,왕십리,1,5973,4
EB036FFB76,202310,3,5,4,4,4,1,-999999.9,17.0,16.1,43.8,48.5,12.2,8.5,1.3959,2.3265,5.5836,8.3754,34.0186,1.3041,2.1735,5.2164,7.8246,31.7814,46.67,10.0,69.2,7.7,23.1,식료품,성수,1,2307,4
EB036FFB76,202303,3,5,4,4,3,1,-999999.9,17.2,15.6,45.9,50.8,10.9,8.6,0.234,1.4508,1.2168,5.0544,15.444,0.766,4.7492,3.9832,16.5456,50.556,44.83,12.07,61.5,23.1,15.4,식료품,성수,1,2093,1
EB1B4CDCD1,202310,4,1,1,1,2,2,-999999.9,1527.5,820.2,0.2,0.0,20.4,-999999.9,18.8784,16.5699,9.5931,5.0787,1.1799,17.9216,15.7301,9.1069,4.8213,1.1201,11.45,8.15,17.3,8.7,74.0,한식-육류/고기,비상권,1,1355,4
EBA77DE1F3,202309,3,2,3,3,2,5,-999999.9,288.9,93.0,8.7,0.0,17.0,-999999.9,3.9666,9.1352,16.828,17.4891,12.6811,2.6334,6.0648,11.172,11.6109,8.4189,22.22,9.22,63.2,0.0,36.8,한식-육류/고기,비상권,1,1797,3
EBCBFD170F,202303,4,3,3,4,4,1,-999999.9,84.2,178.5,17.2,0.0,21.1,-999999.9,13.6246,18.016,13.0053,6.756,4.8418,10.5754,13.984,10.0947,5.244,3.7582,40.98,9.84,2.6,26.3,71.1,한식뷔페,비상권,1,877,1
EC05B1ACA4,202406,3,4,3,3,4,1,-999999.9,146.2,260.6,9.7,29.7,20.4,8.7,14.1669,13.1175,13.0009,13.7005,4.3725,10.1331,9.3825,9.2991,9.7995,3.1275,35.33,5.26,84.9,2.7,12.3,피자,신금호,1,2405,2
EC38BD01D9,202301,3,4,4,4,2,6,-999999.9,78.7,51.8,22.9,32.3,19.8,8.9,1.2535,3.1065,8.284,21.473,20.4375,1.0465,2.5935,6.916,17.927,17.0625,22.12,7.37,63.6,18.2,18.2,백반/가정식,왕십리,1,3100,1
EC8D405566,202410,4,2,3,3,3,1,0.0,188.6,114.1,7.8,21.3,17.1,11.7,38.0902,13.1141,4.8766,8.0398,1.7793,19.7098,6.7859,2.5234,4.1602,0.9207,13.55,7.78,23.5,9.4,67.1,한식-육류/고기,한양대,1,727,4
EC8D405566,202309,5,2,3,3,3,1,-999999.9,232.5,135.9,10.2,30.9,17.0,8.0,36.8676,10.659,4.7025,8.9034,1.5675,21.9324,6.341,2.7975,5.2966,0.9325,10.85,10.16,20.0,3.8,76.2,한식-육류/고기,한양대,1,330,3
EC91C206FC,202411,4,4,4,4,2,6,-999999.9,94.4,13.0,37.9,39.9,14.0,7.8,5.2325,21.5215,9.919,5.5055,3.3215,6.2675,25.7785,11.881,6.5945,3.9785,31.82,12.73,57.7,3.8,38.5,주류,옥수,1,1430,4
EC9D2C4B17,202409,3,3,3,3,3,1,-999999.9,133.2,163.5,10.8,19.4,18.9,9.0,8.5536,11.988,7.3872,15.2928,21.6432,4.6464,6.512,4.0128,8.3072,11.7568,19.72,6.99,31.3,6.3,62.5,한식-육류/고기,왕십리,1,2706,3
EC9F8C60ED,202304,6,2,2,2,4,4,5.2,179.9,376.1,43.4,40.5,21.9,9.0,18.0195,22.386,13.7145,5.8425,1.5375,11.2805,14.014,8.5855,3.6575,0.9625,35.42,47.08,11.5,42.7,45.8,백반/가정식,성수,1,55,2
EC9F8C60ED,202307,6,2,2,2,4,4,5.9,183.7,423.5,22.7,25.7,21.7,8.7,17.528,22.7238,12.6452,7.825,1.9406,10.472,13.5762,7.5548,4.675,1.1594,36.51,18.53,8.8,42.6,48.5,백반/가정식,성수,1,147,3
EC9F8C60ED,202308,6,2,2,2,4,6,4.9,186.3,457.6,19.2,22.5,21.2,8.9,16.8394,23.162,13.2086,7.7624,1.6276,10.0606,13.838,7.8914,4.6376,0.9724,38.01,14.04,11.3,47.4,41.4,백반/가정식,성수,1,178,3
ECD810DC58,202312,1,3,4,4,2,1,-999999.9,48.0,25.9,37.9,29.7,18.2,9.9,21.175,28.567,11.627,9.779,5.852,6.325,8.533,3.473,2.921,1.748,7.17,6.37,26.7,20.0,53.3,일식당,왕십리,1,8497,4
ECD810DC58,202412,1,3,4,4,2,1,-999999.9,63.3,36.8,30.7,24.7,18.6,9.4,18.0792,30.6909,11.0808,9.9144,3.0618,6.7208,11.4091,4.1192,3.6856,1.1382,5.85,7.31,11.1,14.8,74.1,일식당,왕십리,1,8863,4
ECD810DC58,202310,1,4,4,4,2,1,-999999.9,61.9,23.4,20.4,29.7,17.0,10.4,19.9936,28.7408,12.4179,11.7931,5.1546,5.6064,8.0592,3.4821,3.3069,1.4454,4.96,6.87,27.8,0.0,72.2,일식당,왕십리,1,8436,4
ED52C35FC7,202301,5,1,3,3,1,6,-999999.9,981.4,109.3,1.6,3.8,10.0,7.8,5.2753,15.2315,10.9221,17.9063,24.9648,1.8247,5.2685,3.7779,6.1937,8.6352,17.81,15.44,8.8,5.0,86.3,축산물,마장동,1,571,1
ED5C02F6B2,202407,6,4,4,4,2,1,-999999.9,71.8,21.7,53.7,0.0,17.3,-999999.9,15.1833,20.2917,6.7639,4.2097,0.8514,16.9167,22.6083,7.5361,4.6903,0.9486,3.51,26.32,11.8,0.0,88.2,일반 유흥주점,비상권,1,71,3
ED68BA86A3,202401,1,3,4,4,1,1,-999999.9,97.0,25.2,16.5,13.4,12.4,5.2,3.9375,11.3125,9.5625,16.125,21.5625,2.3625,6.7875,5.7375,9.675,12.9375,25.86,3.02,25.0,12.5,62.5,축산물,마장동,1,5782,1
EDDF492971,202408,3,2,3,3,3,6,25.1,172.7,152.8,6.7,0.0,18.9,-999999.9,11.2999,8.381,4.8263,3.2079,1.1849,27.8001,20.619,11.8737,7.8921,2.9151,4.17,6.45,21.8,3.8,74.4,양식,비상권,1,2945,3
EE056F4A46,202309,5,2,3,3,3,3,-999999.9,201.7,183.6,12.4,14.3,17.0,8.9,4.5937,4.529,12.0342,25.8153,17.7278,2.5063,2.471,6.5658,14.0847,9.6722,29.51,9.43,37.4,13.1,49.5,한식-해물/생선,답십리,1,312,3
EE056F4A46,202401,5,2,2,2,3,1,-999999.9,248.3,235.2,9.7,11.0,17.5,8.0,4.48,5.824,11.2,24.0,18.496,2.52,3.276,6.3,13.5,10.404,29.44,8.43,38.0,8.5,53.5,한식-해물/생선,답십리,1,435,1
EE056F4A46,202308,5,3,3,3,3,1,-999999.9,125.7,111.5,14.2,15.6,17.0,8.7,4.6584,4.2702,12.7459,25.2977,17.7278,2.5416,2.3298,6.9541,13.8023,9.6722,29.17,6.4,28.4,10.8,60.8,한식-해물/생선,답십리,1,282,3
EE0678A190,202404,5,4,4,4,3,1,-999999.9,33.0,40.8,52.9,44.4,17.5,8.0,12.705,30.03,7.205,1.265,3.795,10.395,24.57,5.895,1.035,3.105,18.75,15.18,34.8,17.4,47.8,커피전문점,성수,1,237,2
EE27570A61,202304,4,4,3,3,4,1,-999999.9,79.2,124.2,25.5,29.6,16.4,9.7,2.92,6.5992,9.344,15.184,24.3528,2.08,4.7008,6.656,10.816,17.3472,36.49,8.29,50.9,10.5,38.6,한식-단품요리일반,신금호,1,1355,2
EE3122B53A,202406,4,4,2,2,5,3,-999999.9,62.4,195.6,32.2,44.8,16.8,10.9,41.3555,4.5475,1.9795,4.815,0.856,35.9445,3.9525,1.7205,4.185,0.744,29.3,5.44,35.7,9.1,55.2,중식당,한양대,1,1132,2
EE7D3593F6,202312,6,1,5,4,1,1,-999999.9,431.7,12.3,49.6,34.2,16.2,7.2,12.5623,19.7541,7.1918,1.7746,5.3705,14.3377,22.5459,8.2082,2.0254,6.1295,3.57,46.43,38.5,7.7,53.8,동남아/인도음식,뚝섬,1,108,4
EEA824DBB4,202412,3,4,4,5,3,1,-999999.9,53.8,52.5,65.6,47.5,16.2,5.6,0.0,6.1677,12.2375,48.95,30.6427,0.0,0.1323,0.2625,1.05,0.6573,54.55,18.18,0.0,33.3,66.7,백반/가정식,마장동,1,2941,4
EECEBE2010,202301,3,3,3,3,3,1,-999999.9,97.2,101.4,15.2,0.0,14.8,-999999.9,17.111,16.6772,8.8688,4.4826,1.1086,18.389,17.9228,9.5312,4.8174,1.1914,22.59,5.93,2.1,35.4,62.5,일식-초밥/롤,비상권,1,2399,1
EF154AC797,202310,3,4,3,3,4,1,-999999.9,133.3,217.6,29.4,41.6,16.6,10.4,9.9324,9.3744,9.486,16.3494,10.6578,7.8676,7.4256,7.514,12.9506,8.4422,33.4,8.4,72.2,2.5,25.3,치킨,왕십리,1,2121,4
EF154AC797,202309,3,4,3,3,4,1,-999999.9,75.0,182.5,32.0,43.4,16.2,10.5,9.8102,8.8346,9.3224,16.0432,10.1896,8.2898,7.4654,7.8776,13.5568,8.6104,35.0,5.0,76.7,3.3,20.0,치킨,왕십리,1,2090,3
EF154AC797,202307,3,4,3,3,4,1,-999999.9,68.2,157.5,32.6,43.3,15.9,9.7,10.34,9.295,9.515,16.17,9.68,8.46,7.605,7.785,13.23,7.92,32.97,7.81,75.4,6.6,18.0,치킨,왕십리,1,2029,3
EF32AB6F09,202307,2,3,5,5,1,1,-999999.9,116.9,9.9,9.1,18.8,11.8,6.0,1.534,4.543,8.437,15.635,28.91,1.066,3.157,5.863,10.865,20.09,27.03,1.35,57.1,0.0,42.9,축산물,마장동,1,4345,3
F0892BD2A8,202304,2,3,3,3,4,1,-999999.9,94.4,119.4,24.2,26.1,16.4,9.0,6.0291,11.5101,15.8949,24.1947,20.5929,1.6709,3.1899,4.4051,6.7053,5.7071,32.85,7.3,48.1,17.3,34.6,한식-단품요리일반,성수,1,4525,2
F095DE8367,202301,3,4,4,4,3,1,-999999.9,79.4,43.8,22.2,0.0,14.8,-999999.9,7.5245,14.453,15.8685,18.476,18.178,2.5755,4.947,5.4315,6.324,6.222,18.85,4.14,22.7,13.6,63.6,한식-해물/생선,비상권,1,2070,1
F0A284DA09,202408,6,1,4,4,1,6,-999999.9,285.3,51.5,15.3,12.6,18.5,8.0,11.2665,25.1415,9.0465,7.104,2.886,9.0335,20.1585,7.2535,5.696,2.314,4.72,17.45,6.7,0.0,93.3,일식당,성수,1,176,3
F0CC0C4D8F,202301,3,5,5,5,2,1,-999999.9,8.8,3.7,36.4,0.0,10.2,-999999.9,0.0,4.24,4.24,10.6,33.92,0.0,3.76,3.76,9.4,30.08,66.67,0.0,100.0,0.0,0.0,농산물,비상권,1,1761,1
F0EEF6ECD0,202407,4,5,5,5,2,1,-999999.9,20.8,7.7,54.2,0.0,17.3,-999999.9,5.432,18.042,9.0404,4.5008,1.8236,8.568,28.458,14.2596,7.0992,2.8764,30.23,9.3,0.0,0.0,100.0,요리주점,비상권,1,826,3
F1039455F0,202305,3,2,4,3,2,5,0.0,191.9,65.8,11.4,15.1,17.1,8.9,1.4364,11.7648,16.3476,18.9468,19.836,0.6636,5.4352,7.5524,8.7532,9.164,23.04,8.64,46.5,0.0,53.5,한식-육류/고기,신금호,1,2534,2
F147CC2C63,202311,3,3,3,3,3,6,-999999.9,129.4,155.1,12.6,15.3,19.4,8.0,0.6384,3.9368,8.0066,8.5652,5.453,1.7616,10.8632,22.0934,23.6348,15.047,50.46,4.33,58.2,5.5,36.4,백반/가정식,옥수,1,3051,4
F147CC2C63,202306,3,2,3,3,3,1,-999999.9,172.0,164.7,12.1,15.4,22.3,9.3,0.6725,3.6046,8.7156,8.7963,5.111,1.8275,9.7954,23.6844,23.9037,13.889,47.32,7.44,62.7,3.0,34.3,백반/가정식,옥수,1,2898,2
F15C05A1D9,202302,3,2,4,3,2,1,32.5,127.2,76.7,15.4,7.6,16.1,10.5,10.1374,14.8162,19.3836,9.8032,1.6153,8.0626,11.7838,15.4164,7.7968,1.2847,23.09,5.09,59.1,2.3,38.6,이자카야,행당,1,2415,1
F16D48C37E,202411,4,3,5,5,1,1,-999999.9,77.5,10.9,40.9,40.8,18.7,7.8,1.7725,17.725,24.815,14.18,12.4075,0.7275,7.275,10.185,5.82,5.0925,5.36,8.93,0.0,0.0,100.0,한식-육류/고기,옥수,1,1457,4
F1823DF685,202312,2,2,1,1,5,4,7.8,327.8,424.8,4.0,10.9,16.7,8.7,9.4872,13.132,12.3816,11.2024,7.4504,8.2128,11.368,10.7184,9.6976,6.4496,40.03,5.35,51.8,8.5,39.7,분식,신금호,1,4938,4
F1823DF685,202305,2,2,1,1,5,2,21.3,307.0,439.6,4.3,9.6,9.5,8.9,11.04,13.0824,12.2544,11.4816,7.2864,8.96,10.6176,9.9456,9.3184,5.9136,39.73,5.93,55.6,8.4,36.0,분식,신금호,1,4724,2
F1823DF685,202407,2,2,1,1,5,2,7.3,356.0,477.8,3.9,10.9,15.9,9.6,8.9516,14.0668,12.3988,11.676,8.5624,7.1484,11.2332,9.9012,9.324,6.8376,40.71,5.35,61.5,5.9,32.5,분식,신금호,1,5151,3
F1823DF685,202410,2,2,1,1,5,4,12.2,318.8,442.6,4.1,11.9,15.5,9.9,8.8796,13.9376,11.9144,12.1392,9.3292,6.9204,10.8624,9.2856,9.4608,7.2708,39.9,6.87,60.4,4.3,35.3,분식,신금호,1,5243,4
F1823DF685,202311,2,2,1,1,5,3,10.2,339.2,458.3,3.9,10.4,16.9,8.8,9.7559,13.1516,12.3431,10.9956,7.6538,8.3441,11.2484,10.5569,9.4044,6.5462,40.58,5.35,59.9,9.1,30.9,분식,신금호,1,4907,4
F1823DF685,202301,2,2,1,1,5,2,17.0,372.5,527.6,4.2,10.4,8.2,10.5,11.634,12.742,12.2988,11.911,6.8696,9.366,10.258,9.9012,9.589,5.5304,40.75,5.61,56.7,8.2,35.1,분식,신금호,1,4604,1
F18AEC23C8,202308,3,2,3,3,3,1,19.7,197.0,158.0,4.8,8.8,17.0,8.9,13.8334,12.8002,10.619,12.5706,7.5768,10.2666,9.4998,7.881,9.3294,5.6232,18.11,5.04,34.7,16.3,49.0,일식-초밥/롤,성수,1,2928,3
F18AEC23C8,202410,2,2,3,3,3,1,17.6,129.2,171.2,16.8,13.3,17.8,8.1,10.9917,13.8591,9.4518,10.5669,8.1774,9.7083,12.2409,8.3482,9.3331,7.2226,18.9,8.38,22.5,12.7,64.7,일식-초밥/롤,성수,1,3355,4
F18AEC23C8,202310,3,2,3,3,3,1,13.9,211.3,144.2,5.5,9.6,17.0,8.5,12.939,13.338,10.488,12.255,7.98,9.761,10.062,7.912,9.245,6.02,18.96,4.74,31.1,14.4,54.4,일식-초밥/롤,성수,1,2989,4
F1B5E625FC,202304,2,3,4,4,3,6,-999999.9,96.2,106.7,28.2,27.1,10.0,9.0,15.2484,18.1584,9.1374,9.021,6.6348,10.9516,13.0416,6.5626,6.479,4.7652,12.89,7.22,50.0,2.9,47.1,꼬치구이,성수,1,5184,2
F1F48E332E,202411,1,2,3,3,2,1,-999999.9,336.0,230.1,3.1,13.3,16.6,12.1,32.447,22.578,7.668,6.816,1.491,13.253,9.222,3.132,2.784,0.609,9.98,7.48,30.6,13.9,55.6,꼬치구이,한양대,1,5378,4
F2207F8023,202303,5,3,2,2,4,2,-999999.9,134.9,278.0,29.7,30.3,15.9,8.6,13.5459,9.0567,1.6704,1.4355,0.3654,38.3541,25.6433,4.7296,4.0645,1.0346,14.66,18.21,6.4,13.9,79.7,카페,성수,1,213,1
F293AC18EB,202307,1,3,2,3,4,3,-999999.9,117.5,277.2,8.9,26.3,21.7,9.5,54.7564,10.5186,3.6554,4.9982,0.6714,18.6436,3.5814,1.2446,1.7018,0.2286,25.11,5.41,31.5,10.5,58.1,한식-육류/고기,한양대,1,6893,3
F2A06B9694,202310,2,3,2,2,5,4,-999999.9,121.6,132.1,11.0,19.5,14.3,9.0,7.3284,7.3656,8.3328,7.5516,6.5844,12.3716,12.4344,14.0672,12.7484,11.1156,35.02,5.23,62.2,6.1,31.6,커피전문점,신금호,1,3437,4
F391294C30,202408,5,4,2,2,5,1,-999999.9,89.8,146.3,37.1,0.0,16.6,-999999.9,15.066,14.4828,10.1088,5.6862,3.2562,15.934,15.3172,10.6912,6.0138,3.4438,45.47,9.56,74.2,1.8,23.9,아이스크림/빙수,비상권,1,353,3
F3AD4E7EF8,202412,5,5,5,5,3,1,-999999.9,14.9,19.0,61.6,45.6,16.2,7.8,9.424,15.504,19.532,21.508,10.108,2.976,4.896,6.168,6.792,3.192,26.51,7.23,70.0,0.0,30.0,한식-찌개/전골,성수,1,624,4
F3B534E564,202408,1,1,4,4,1,6,-999999.9,376.5,51.3,5.9,8.9,17.1,6.5,5.5209,13.9098,15.4155,19.4307,17.4231,2.1791,5.4902,6.0845,7.6693,6.8769,6.17,10.39,3.3,0.0,96.7,한식-단품요리일반,마장동,1,6753,3
F3C9F5931D,202305,3,5,4,4,4,1,-999999.9,17.5,41.7,58.1,0.0,22.7,-999999.9,14.8032,15.5742,14.1093,22.9758,9.6375,4.3968,4.6258,4.1907,6.8242,2.8625,38.46,10.26,0.0,8.3,91.7,한식-단품요리일반,비상권,1,1694,2
F3D0744667,202411,1,3,4,3,3,1,-999999.9,128.0,147.7,13.0,0.0,13.4,-999999.9,4.4826,10.4835,15.2553,22.6299,19.4487,1.7174,4.0165,5.8447,8.6701,7.4513,26.36,5.09,45.7,6.5,47.8,호프/맥주,비상권,1,6641,4
F3D0744667,202405,1,3,3,3,3,4,-999999.9,186.0,188.1,11.2,0.0,13.2,-999999.9,5.0623,10.2672,14.7591,24.3133,16.8981,2.0377,4.1328,5.9409,9.7867,6.8019,22.8,7.23,35.9,10.9,53.1,호프/맥주,비상권,1,6458,2
F3D0744667,202312,1,2,3,3,3,1,-999999.9,213.1,207.3,10.5,0.0,12.9,-999999.9,6.8012,9.369,11.451,27.066,14.7128,2.9988,4.131,5.049,11.934,6.4872,24.58,6.91,37.7,15.9,46.4,호프/맥주,비상권,1,6306,4
F3E07DF794,202310,4,1,2,2,3,1,-999999.9,340.7,191.1,3.4,6.9,17.0,8.5,24.0215,15.3558,2.694,2.1103,0.7633,29.4785,18.8442,3.306,2.5897,0.9367,8.11,7.8,16.7,8.0,75.3,일식당,성수,1,1056,4
F4157A9FA4,202304,2,2,3,3,3,4,6.6,215.5,144.9,7.7,15.0,16.4,10.2,12.3984,14.8256,11.2176,17.2528,9.9712,6.5016,7.7744,5.8824,9.0472,5.2288,18.15,7.4,41.0,18.1,41.0,한식-육류/고기,왕십리,1,4273,2
F425FD13E4,202305,1,3,3,3,3,1,-999999.9,140.9,118.3,12.1,18.2,22.7,8.0,16.9195,23.564,16.2345,6.9185,4.795,7.7805,10.836,7.4655,3.1815,2.205,28.03,7.53,19.2,34.6,46.2,한식-육류/고기,뚝섬,1,8629,2
F46D45E328,202308,2,2,3,2,3,5,6.9,206.8,174.2,6.8,8.4,17.0,8.7,14.4078,17.9124,15.1217,12.1363,5.3218,7.7922,9.6876,8.1783,6.5637,2.8782,29.68,6.88,31.6,15.8,52.6,중식당,답십리,1,3563,3
F46D45E328,202306,2,2,3,3,3,1,10.0,216.4,158.4,6.6,8.0,16.9,8.3,15.0682,18.6872,14.6076,12.3704,5.0666,7.8318,9.7128,7.5924,6.4296,2.6334,29.95,5.94,22.2,16.0,61.7,중식당,답십리,1,3501,2
F4BEB03DA2,202401,5,3,3,2,4,3,-999999.9,108.1,213.2,15.5,19.4,17.5,8.7,13.0245,9.6615,2.9355,1.995,0.8835,32.6755,24.2385,7.3645,5.005,2.2165,19.39,7.24,15.6,12.6,71.9,카페,성수,1,457,1
F4BEB03DA2,202408,4,3,2,3,4,1,-999999.9,76.7,201.5,19.1,22.3,17.1,8.0,10.3576,8.9782,2.2506,1.7908,0.8228,32.4424,28.1218,7.0494,5.6092,2.5772,21.22,5.78,12.7,26.5,60.8,카페,성수,1,670,3
F4C22C0FED,202401,6,2,3,3,3,1,0.0,196.1,190.4,16.9,23.2,19.5,7.1,10.56,21.186,17.754,11.22,5.28,5.44,10.914,9.146,5.78,2.72,19.76,16.81,30.3,34.8,34.8,백반/가정식,뚝섬,1,209,1
F4F3149034,202409,3,3,3,3,3,1,-999999.9,121.5,109.2,14.4,14.9,17.2,8.3,11.0313,22.0626,18.1692,14.6363,6.2727,4.2687,8.5374,7.0308,5.6637,2.4273,32.58,4.87,18.6,40.7,40.7,중식당,성수,1,2357,3
F4F3149034,202407,3,2,3,3,3,1,-999999.9,204.8,130.0,14.9,15.1,17.1,8.2,12.2265,21.489,18.5991,15.0423,6.669,4.2735,7.511,6.5009,5.2577,2.331,32.51,6.46,20.8,43.1,36.1,중식당,성수,1,2296,3
F565E3EC41,202402,3,4,5,5,1,1,-999999.9,102.7,71.4,22.8,38.8,18.9,9.5,21.0219,42.1325,16.4982,6.0316,3.0158,2.6781,5.3675,2.1018,0.7684,0.3842,19.23,11.54,14.3,28.6,57.1,일반 유흥주점,왕십리,1,2159,1
F5B18447D1,202402,1,4,4,4,4,1,-999999.9,39.8,101.1,31.9,0.0,19.3,-999999.9,5.663,12.2159,16.9081,23.5419,22.5711,1.337,2.8841,3.9919,5.5581,5.3289,32.88,7.53,30.0,15.0,55.0,백반/가정식,비상권,1,5561,1
F677279FBB,202410,1,3,3,3,3,1,-999999.9,66.5,80.8,33.3,13.5,17.2,7.4,8.8168,21.828,18.0616,24.5672,12.3264,1.4832,3.672,3.0384,4.1328,2.0736,29.46,7.65,7.9,36.8,55.3,중식당,장한평자동차,1,6334,4
F677279FBB,202309,1,3,3,4,3,1,-999999.9,67.2,65.1,27.6,9.9,17.2,6.7,8.3739,15.6096,23.3331,23.8209,10.2438,1.9261,3.5904,5.3669,5.4791,2.3562,29.74,4.8,12.5,34.4,53.1,중식당,장한평자동차,1,5937,3
F67809447B,202304,1,3,4,4,2,1,-999999.9,213.4,357.9,3.4,22.1,21.2,10.2,26.496,29.736,9.0,5.544,1.224,10.304,11.564,3.5,2.156,0.476,23.86,5.68,50.0,10.7,39.3,요리주점,왕십리,1,5995,2
F6F4BCEF5D,202311,2,3,3,3,4,5,-999999.9,124.5,194.1,16.3,19.0,17.5,8.8,4.1317,11.2445,15.8992,12.4474,8.5249,3.7683,10.2555,14.5008,11.3526,7.7751,31.86,6.24,58.6,16.4,25.0,한식-냉면,신금호,1,3535,4
F701A56FBD,202410,2,4,5,5,1,1,-999999.9,111.2,43.5,24.1,41.2,17.6,9.0,9.3982,9.3982,25.7012,42.1001,9.3982,0.4018,0.4018,1.0988,1.7999,0.4018,31.03,10.34,0.0,0.0,100.0,룸살롱/단란주점,왕십리,1,4276,4
F72B20D757,202402,5,4,5,5,1,1,-999999.9,38.6,1.5,48.6,43.3,17.5,8.7,0.0,7.1344,12.4656,0.0,0.0,0.0,29.2656,51.1344,0.0,0.0,18.18,0.0,0.0,0.0,100.0,한식-단품요리일반,금남시장,1,280,1
F72B20D757,202307,6,4,5,5,1,1,-999999.9,56.4,4.8,67.5,60.8,17.0,9.2,0.0,16.2,16.2,0.0,0.0,0.0,33.8,33.8,0.0,0.0,20.0,40.0,0.0,0.0,100.0,한식-단품요리일반,금남시장,1,67,3
